"date","windMPH","RelativeHumidity","tempF","precip_cm","rainDay","afterRain"
"2021-04-23",3.32619179206601,81.8303443096256,50.5860546875,0.00111858053060132,TRUE,FALSE
"2021-04-24",3.61876427375904,93.3822097740503,52.7431652832039,0.0908871472347528,TRUE,FALSE
"2021-04-25",6.80674571272033,90.049417230672,60.1684399414059,0.00112056732177734,TRUE,FALSE
"2021-04-26",2.32334862445423,83.8540393382991,61.3068981933596,0,FALSE,TRUE
"2021-04-27",8.53902533963621,84.0350125284655,68.3397412109385,0,FALSE,FALSE
"2021-04-28",8.78140657513816,85.767176974017,74.1513439941405,0,FALSE,FALSE
"2021-04-29",11.6558459125861,85.3461348019989,76.8800732421885,0,FALSE,FALSE
"2021-04-30",10.9123648215148,79.2237551179409,72.0291149902346,0.000864267349243164,TRUE,FALSE
"2021-05-01",3.46454925704657,74.063379202082,62.33439453125,0,FALSE,TRUE
"2021-05-02",7.9288657886945,81.5693498623974,67.8197033691405,0,FALSE,FALSE
"2021-05-03",9.37587891297415,93.2122425767562,71.3831188964846,0.00623265877948143,TRUE,FALSE
"2021-05-04",8.83141579705093,92.7685895676876,73.5430859375,0.00433723143942188,TRUE,FALSE
"2021-05-05",7.80930170173302,89.2911939446066,72.8826428222655,0.00592867545492481,TRUE,FALSE
"2021-05-06",3.32000699643928,84.4702886606772,61.375068359375,1.9868214451435e-05,TRUE,FALSE
"2021-05-07",3.08441866853205,90.3631432066771,55.8128552246096,0.0682095705997199,TRUE,FALSE
"2021-05-08",6.86790339362359,82.7347064747381,58.8465100097655,0.000846385955810547,TRUE,FALSE
"2021-05-09",5.71614576599336,83.6249171179558,65.0056652832039,0,FALSE,TRUE
"2021-05-10",3.96459690661284,92.5300009745849,69.6254162597655,0.0654518604278564,TRUE,FALSE
"2021-05-11",3.03554644041746,89.1192721034628,61.3296398925789,0.000115235650355316,TRUE,FALSE
"2021-05-12",4.52381026200391,90.2787690946259,52.6291271972655,0.00843008383526467,TRUE,FALSE
"2021-05-13",4.2109536007548,86.5745986093503,55.5345715332039,7.94728620689966e-06,TRUE,FALSE
"2021-05-14",1.6729762353164,84.2839993228846,59.7132214355462,6.35782896551973e-05,TRUE,FALSE
"2021-05-15",1.71656332263486,85.304349227039,60.157783203125,0,FALSE,TRUE
"2021-05-16",1.54487019288912,88.2159799994413,61.334638671875,0,FALSE,FALSE
"2021-05-17",3.18433618683415,90.573004402131,64.3507702636712,0.00551939010620117,TRUE,FALSE
"2021-05-18",3.463766431803,90.6385793898963,66.1942211914059,0.00015894571561148,TRUE,FALSE
"2021-05-19",3.17799588767299,86.9702961027408,68.4221936035155,0,FALSE,TRUE
"2021-05-20",2.35236409397329,86.1204557810203,70.9896984863289,0,FALSE,FALSE
"2021-05-21",5.41020501792354,84.5434689841943,70.3128857421885,0,FALSE,FALSE
"2021-05-22",1.97169472496323,84.3611045123005,71.4523876953116,0,FALSE,FALSE
"2021-05-23",5.07576265822352,84.2318428401505,77.8066052246096,0,FALSE,FALSE
"2021-05-24",3.15456969897118,87.7241582388702,77.34787109375,0.00025629997253418,TRUE,FALSE
"2021-05-25",2.95989447751194,93.0474837006251,74.2116589355462,0.000103314721400238,TRUE,FALSE
"2021-05-26",5.81002533730919,89.2801046276429,79.6342907714846,0.000669558858135133,TRUE,FALSE
"2021-05-27",3.07603481195918,85.8787408612649,78.9202893066405,1.98682155172492e-06,TRUE,FALSE
"2021-05-28",6.76570050818563,89.1231773644858,77.1575329589846,0.00494321175210644,TRUE,FALSE
"2021-05-29",1.55288333108746,96.7357494511718,67.9474743652346,0.107953941915184,TRUE,FALSE
"2021-05-30",6.75889745060657,96.0602063380416,55.5470959472655,0.0061670936702285,TRUE,FALSE
"2021-05-31",1.52969526947881,92.5756086131022,61.890546875,0,FALSE,TRUE
"2021-06-01",4.05432945702622,89.5967101410265,66.96095703125,0,FALSE,FALSE
"2021-06-02",4.71264683700837,94.4324008819563,70.2010998535155,0.0630080699920654,TRUE,FALSE
"2021-06-03",5.51380969868172,98.4723571201364,71.3492810058596,0.0286698341369629,TRUE,FALSE
"2021-06-04",4.66517873676884,95.0224104717923,75.307490234375,0.0165343284606934,TRUE,FALSE
"2021-06-05",2.84921219858364,91.7319742599291,76.5368054199212,0.00100135803222656,TRUE,FALSE
"2021-06-06",5.33935924511982,94.6658324481844,77.3077160644539,0.00283916797343409,TRUE,FALSE
"2021-06-07",5.22522601290829,94.8556293451027,77.2655834960942,0.00719229356036521,TRUE,FALSE
"2021-06-08",6.20772292898842,95.5094473603186,76.3594311523442,0.00784397125244141,TRUE,FALSE
"2021-06-09",4.98008541808676,94.9811253092329,78.1354260253905,0.0101725257991347,TRUE,FALSE
"2021-06-10",4.19351785354379,96.8112430419226,75.8212658691405,0.0813106715213507,TRUE,FALSE
"2021-06-11",3.77825181127517,95.6637271544339,76.9216564941405,0.0296135753160343,TRUE,FALSE
"2021-06-12",5.39137390498894,97.6086586575529,71.9757214355462,0.0176608562469482,TRUE,FALSE
"2021-06-13",3.20014831516934,93.3722274206488,74.5386669921885,0.00182986259460449,TRUE,FALSE
"2021-06-14",3.07632949172661,94.0268044719997,76.7470837402346,0.0027775764465332,TRUE,FALSE
"2021-06-15",4.23552217228721,87.1505014671253,77.3881909179692,0,FALSE,TRUE
"2021-06-16",4.77443962640664,84.0890088798675,74.1409069824212,0,FALSE,FALSE
"2021-06-17",3.66006006184947,81.2735466749959,71.9766552734385,0,FALSE,FALSE
"2021-06-18",5.43029770560719,86.027905420949,73.9341442871096,0,FALSE,FALSE
"2021-06-19",8.02528915119774,86.4591198283755,81.1519970703116,0,FALSE,FALSE
"2021-06-20",4.86308113065322,95.2067432450369,74.7518017578116,0.0425120204454288,TRUE,FALSE
"2021-06-21",7.06506348950165,91.6206089739356,80.8896984863289,0.000264247250925109,TRUE,FALSE
"2021-06-22",4.08587270964158,95.5172242325208,74.0558728027346,0.0587503134738654,TRUE,FALSE
"2021-06-23",4.62708407839344,92.8024922746944,68.7827099609385,0.00990033149719238,TRUE,FALSE
"2021-06-24",4.78157817431257,89.3139700296957,68.58341796875,0,FALSE,TRUE
"2021-06-25",3.68009959393005,93.014240437317,68.464326171875,1.9868214451435e-05,TRUE,FALSE
"2021-06-26",4.86986581177541,94.9897749280128,76.2262219238289,0.00796715394244529,TRUE,FALSE
"2021-06-27",4.30161657364644,93.7824922019632,77.8450573730462,0.00139474868774414,TRUE,FALSE
"2021-06-28",5.10260506291794,91.6758544583079,79.2490551757809,0.000633796071269899,TRUE,FALSE
"2021-06-29",4.5443425106284,91.4044020328742,79.6694470214846,0.000103314721400238,TRUE,FALSE
"2021-06-30",5.97518431278578,91.180573384721,81.3454113769539,0.00131130218505859,TRUE,FALSE
"2021-07-01",8.36073887045382,92.1740783991032,80.7353955078116,0.0354846328264102,TRUE,FALSE
"2021-07-02",3.74412405122544,95.6856819085047,74.3051525878905,0.0632047653198242,TRUE,FALSE
"2021-07-03",5.2120844859407,87.0182037522917,72.2976208496096,0,FALSE,TRUE
"2021-07-04",2.87536738637384,87.4478173963163,73.6210888671885,0,FALSE,FALSE
"2021-07-05",2.85137174561757,89.017161769726,77.9377819824212,0.00107884407043457,TRUE,FALSE
"2021-07-06",5.29376902412307,88.3957723759558,79.74201171875,0.000743071223041625,TRUE,FALSE
"2021-07-07",5.98399329613593,88.9628918923044,80.498310546875,0.000121196114832856,TRUE,FALSE
"2021-07-08",1.45669595445602,97.1648819081862,75.1133618164059,0.132457411382347,TRUE,FALSE
"2021-07-09",5.33745882760785,94.7941869526476,77.9748608398442,0.0205596283194609,TRUE,FALSE
"2021-07-10",0.810353199152168,91.486246470328,79.2936047363289,6.55651092529297e-05,TRUE,FALSE
"2021-07-11",5.68343203009444,93.2364483378295,79.8565441894539,0.00625650063739158,TRUE,FALSE
"2021-07-12",7.83392321108621,92.6195187894691,80.819111328125,0.00280539188679541,TRUE,FALSE
"2021-07-13",6.48039113133557,93.9628243690043,78.975166015625,0.00836451872601174,TRUE,FALSE
"2021-07-14",5.56615636197485,92.2543357383742,79.3274975585942,0.00209013614949072,TRUE,FALSE
"2021-07-15",4.60818054316338,91.4382865019678,81.0217541503905,0.00189741458598292,TRUE,FALSE
"2021-07-16",3.89434006511113,91.8497874678283,81.7787121582039,0.00784198418841697,TRUE,FALSE
"2021-07-17",6.4323051911201,93.0485197647112,80.9163952636712,0.0112354755401611,TRUE,FALSE
"2021-07-18",4.21025370749795,95.2792978864987,77.3095288085942,0.0284771114820614,TRUE,FALSE
"2021-07-19",2.17118699046275,98.4638903294365,71.5237438964846,0.301502156071365,TRUE,FALSE
"2021-07-20",1.0061029491186,94.3382077650057,74.3912854003905,3.97364289028701e-05,TRUE,FALSE
"2021-07-21",4.97579954624304,91.7720440966027,78.2308972167962,0,FALSE,TRUE
"2021-07-22",3.37643789172934,90.6934575748589,77.0639294433596,0,FALSE,FALSE
"2021-07-23",3.27694614348449,92.8035123677601,76.3082897949212,0.000150998437220551,TRUE,FALSE
"2021-07-24",5.46360391285488,93.4931975536273,76.5849255371096,0.00304977093037451,TRUE,FALSE
"2021-07-25",6.6452670007068,92.7597776306363,78.4171154785155,0.000693400716045289,TRUE,FALSE
"2021-07-26",4.99192283326601,94.6979557818706,79.5510693359385,0.0302235275739804,TRUE,FALSE
"2021-07-27",2.19383940919892,94.2315187579342,79.9711865234385,0.0226577118155546,TRUE,FALSE
"2021-07-28",0.496379435642788,93.1388284431614,80.9186474609385,0.00665187835693359,TRUE,FALSE
"2021-07-29",5.34724298910661,91.6676416063636,81.5139416503905,7.35123933282011e-05,TRUE,FALSE
"2021-07-30",4.40947227459574,90.2756229690879,84.4667370605462,0.00193913783732569,TRUE,FALSE
"2021-07-31",3.17837493338761,89.6393170995802,80.5447277832039,0.000254313158620789,TRUE,FALSE
"2021-08-01",2.07962514397288,94.7733812863336,78.1416882324212,0.0181853771209717,TRUE,FALSE
"2021-08-02",4.13243729614599,88.7698344963181,75.8402722167962,7.15255737304688e-05,TRUE,FALSE
"2021-08-03",6.11358793308633,94.7120621369264,71.1072521972655,0.0320295483106747,TRUE,FALSE
"2021-08-04",6.69179191132204,92.2416342034632,72.4767529296885,0.00125765800476074,TRUE,FALSE
"2021-08-05",2.90324979072332,90.2107431006301,74.2011120605462,0.000353654218088195,TRUE,FALSE
"2021-08-06",3.73462013009274,93.2367511419831,73.2861706542962,0.00165899600688135,TRUE,FALSE
"2021-08-07",2.15990866955908,96.3495833244369,72.8840710449212,0.0524342060089111,TRUE,FALSE
"2021-08-08",2.21822882039443,91.7805480331274,76.5486706542962,0.00440080948465038,TRUE,FALSE
"2021-08-09",4.33263219288489,91.9116103259636,79.5509045410155,0.00181396808329737,TRUE,FALSE
"2021-08-10",4.94267301667226,94.1615703832571,80.0629223632809,0.0155667468789034,TRUE,FALSE
"2021-08-11",4.87835541680417,93.0775565235539,80.95314453125,0.00337362289428711,TRUE,FALSE
"2021-08-12",4.2647140207669,91.2785099480013,83.0551037597655,0.00181396808329737,TRUE,FALSE
"2021-08-13",4.60407622911153,90.9302386787104,83.8648510742192,0.00771284103393555,TRUE,FALSE
"2021-08-14",3.74992465201631,92.5568873054485,81.3812268066405,0.0473260879516602,TRUE,FALSE
"2021-08-15",2.24618067104496,96.232724132917,76.2872509765616,0.0762005627620965,TRUE,FALSE
"2021-08-16",2.48993580452019,96.495481306859,76.6345837402346,0.0447193771833554,TRUE,FALSE
"2021-08-17",6.29264425131459,97.4713154381249,76.4419934082039,0.053803127957508,TRUE,FALSE
"2021-08-18",6.247563233195,93.9892383558362,80.9755017089846,0.0212152794119902,TRUE,FALSE
"2021-08-19",2.67456006627727,91.7311352427057,82.0155224609385,0.00178019199665869,TRUE,FALSE
"2021-08-20",1.36768286936716,93.2509887698325,79.1782482910155,0.0226537391426973,TRUE,FALSE
"2021-08-21",2.10450337622883,93.0444879247825,78.5627941894539,0.000641743326923461,TRUE,FALSE
"2021-08-22",1.65023553757325,93.6637695721964,78.1070812988289,0.0132898494484834,TRUE,FALSE
"2021-08-23",1.66608125112663,91.9923364044893,80.1521862792962,0,FALSE,TRUE
"2021-08-24",0.297038977592883,90.6078102185205,82.4748059082039,0.000460942601421266,TRUE,FALSE
"2021-08-25",2.04616585470148,92.992552292258,81.2267041015616,0.00592470169067383,TRUE,FALSE
"2021-08-26",4.09157258991417,92.5455506212923,80.7728039550789,0.00233848895732081,TRUE,FALSE
"2021-08-27",4.72310690878961,90.0033424595858,82.04650390625,1.98682155172492e-06,TRUE,FALSE
"2021-08-28",4.17706830201778,88.9180326427995,83.5856884765616,0.000131130218505859,TRUE,FALSE
"2021-08-29",2.55806088942465,88.958761047541,82.8317517089846,8.34465026855469e-05,TRUE,FALSE
"2021-08-30",3.93411050249381,86.4031625033624,83.9825695800789,1.19209289550781e-05,TRUE,FALSE
"2021-08-31",4.98617869203717,88.6660836664467,81.5725537109385,1.58945724137993e-05,TRUE,FALSE
"2021-09-01",7.44203143263314,95.5271327568766,77.5312878417962,0.0585416972171515,TRUE,FALSE
"2021-09-02",6.46925808283571,87.8312011646458,72.186494140625,0,FALSE,TRUE
"2021-09-03",2.4628075393727,88.0200831637393,68.3426525878905,0,FALSE,FALSE
"2021-09-04",2.32231197541114,88.8676808454732,69.9291882324212,0,FALSE,FALSE
"2021-09-05",6.46698640817719,88.2103099456412,74.4596203613289,0,FALSE,FALSE
"2021-09-06",0.612516826001677,89.3910591878715,75.8330212402346,0.00340938568115234,TRUE,FALSE
"2021-09-07",1.31322944534861,88.3527660251438,75.3728588867192,0,FALSE,TRUE
"2021-09-08",6.16016112387327,92.5555287966102,77.6852062988289,0.0187496349099092,TRUE,FALSE
"2021-09-09",3.00617781214206,94.255264356382,72.3904553222655,0.0795622647274286,TRUE,FALSE
"2021-09-10",3.65098972223658,87.805998072188,68.9927685546885,0,FALSE,TRUE
"2021-09-11",3.92221273062756,90.1030399878051,68.3835217285155,0,FALSE,FALSE
"2021-09-12",5.38421986595633,90.2013750997404,72.2432385253905,0,FALSE,FALSE
"2021-09-13",3.8846159414797,90.4421575953855,76.2901623535155,7.94728620689966e-06,TRUE,FALSE
"2021-09-14",4.52106814900733,91.5828495238305,77.0800244140616,0.00031590461730957,TRUE,FALSE
"2021-09-15",4.89427439497868,94.2317750888174,75.7307385253905,0.0118295349238906,TRUE,FALSE
"2021-09-16",1.24054632270602,96.1224787355211,75.0150341796885,0.00723600387573242,TRUE,FALSE
"2021-09-17",4.74464755037603,94.7193171193025,75.9550793457039,0.00604589768045116,TRUE,FALSE
"2021-09-18",0.977986642436637,95.0227084422467,76.23693359375,0.0116586685180664,TRUE,FALSE
"2021-09-19",2.42505397851445,93.4311683903519,76.5276867675789,0.000460942601421266,TRUE,FALSE
"2021-09-20",6.47889668830263,92.749016996019,75.2652478027346,0.000854333211464109,TRUE,FALSE
"2021-09-21",7.19937891763712,96.770545147576,70.6632397460942,0.106847286224365,TRUE,FALSE
"2021-09-22",7.33636753456421,98.4776611739703,73.2176159667962,0.149341428186744,TRUE,FALSE
"2021-09-23",6.11764389657979,90.8037852586586,65.1209118652346,0.00142852468343335,TRUE,FALSE
"2021-09-24",4.63885693972099,89.1798173363887,60.7636242675789,0,FALSE,TRUE
"2021-09-25",2.81986293630013,91.5143915966984,61.5588146972655,0,FALSE,FALSE
"2021-09-26",3.63991209532907,89.8133889109811,63.6675305175789,0,FALSE,FALSE
"2021-09-27",4.39356011022749,91.2583365108464,66.2185559082039,0,FALSE,FALSE
"2021-09-28",4.7549361331626,91.7646176405817,71.1863537597655,0.00031391780339618,TRUE,FALSE
"2021-09-29",1.70717394861293,91.817718404038,72.8343029785155,0.000111261999791168,TRUE,FALSE
"2021-09-30",2.48454071691147,94.9361882687423,68.2324597167962,0.00151395797729492,TRUE,FALSE
"2021-10-01",1.08424037040592,93.8949671219005,66.3623669433596,0.000617901469013304,TRUE,FALSE
"2021-10-02",5.0775104122112,92.2451405679225,69.3310375976559,0,FALSE,TRUE
"2021-10-03",6.74376447829688,91.9481115756971,71.8623425292962,0.000141064322178863,TRUE,FALSE
"2021-10-04",5.2072134128381,95.5074987693309,71.8466870117192,0.0112255416752305,TRUE,FALSE
"2021-10-05",2.39590332680454,93.9497147929404,73.578681640625,0.0017702579498291,TRUE,FALSE
"2021-10-06",4.51755234001033,95.7004192594089,72.915546875,0.015773375343997,TRUE,FALSE
"2021-10-07",5.75052894312395,96.0610626840217,69.8456921386712,0.00648697241558693,TRUE,FALSE
"2021-10-08",4.13516761211231,96.9505944048882,68.7353588867192,0.069206953048706,TRUE,FALSE
"2021-10-09",7.01226894081301,98.5489929127995,66.1348400878905,0.0873426615726203,TRUE,FALSE
"2021-10-10",8.8059775122622,94.9474456298659,68.2133984375,0.000739097595214844,TRUE,FALSE
"2021-10-11",5.24347520297917,96.1762772212513,66.5594616699212,0.00105500221252441,TRUE,FALSE
"2021-10-12",1.81731642675982,95.2704601231393,66.5564953613289,0.000743071223041625,TRUE,FALSE
